city,project,country,province,link,slug,id
Chimoio,Chimoio,Mozambique,Manica,https://www.inaturalist.org/projects/city-nature-challenge-2026-chimoio,city-nature-challenge-2026-chimoio,274488
Chiúre,Chiúre,Mozambique,Cabo Delgado,https://www.inaturalist.org/projects/city-nature-challenge-2026-chiure,city-nature-challenge-2026-chiure,274484
Chortkiv,Ternopil region,Ukraine,Ternopil,https://www.inaturalist.org/projects/city-nature-challenge-2026-chortkiv-town,city-nature-challenge-2026-chortkiv-town,274902
Cidade da Beira,Beira,Mozambique,Sofala,https://www.inaturalist.org/projects/city-nature-challenge-2026-cidade-da-beira,city-nature-challenge-2026-cidade-da-beira,274477
Cidade de Inhambane,Inhambane,Mozambique,Inhambane,https://www.inaturalist.org/projects/city-nature-challenge-2026-cidade-de-inhambane,city-nature-challenge-2026-cidade-de-inhambane,274486
Cidade de Lichinga,Lichinga,Mozambique,Niassa,https://www.inaturalist.org/projects/city-nature-challenge-2026-cidade-de-lichinga,city-nature-challenge-2026-cidade-de-lichinga,274883
Cidade de Maputo,Cidade de Maputo,Mozambique,Maputo,https://www.inaturalist.org/projects/city-nature-challenge-2026-cidade-de-maputo,city-nature-challenge-2026-cidade-de-maputo,274465
Cincinnati,Cincinnati:Hamilton County,United States of America,Ohio,https://www.inaturalist.org/projects/city-nature-challenge-2026-cincinnati-hamilton-county,city-nature-challenge-2026-cincinnati-hamilton-county,267359
Hamilton,Hamilton,Canada,Ontario,https://www.inaturalist.org/projects/city-nature-challenge-2026-city-of-hamilton,city-nature-challenge-2026-city-of-hamilton,274910
Harrisburg,City of Harrisburg,United States of America,Pennsylvania,https://www.inaturalist.org/projects/city-nature-challenge-2026-city-of-harrisburg,city-nature-challenge-2026-city-of-harrisburg,267392
Kingston,Kingston,Canada,Ontario,https://www.inaturalist.org/projects/city-nature-challenge-2026-city-of-kingston,city-nature-challenge-2026-city-of-kingston,264949
Logan,City of Logan,Australia,Queensland,https://www.inaturalist.org/projects/city-nature-challenge-2026-city-of-logan,city-nature-challenge-2026-city-of-logan,278351
Chennai,Chennai,India,Tamil Nadu,https://www.inaturalist.org/projects/city-nature-challenge-2026-chennai,city-nature-challenge-2026-chennai,265167
Grand Junction,Colorado West Slope,United States of America,Colorado,https://www.inaturalist.org/projects/city-nature-challenge-2026-colorado-west-slope,city-nature-challenge-2026-colorado-west-slope,265027
Columbia,Columbia,United States of America,South Carolina,https://www.inaturalist.org/projects/city-nature-challenge-2026-columbia,city-nature-challenge-2026-columbia,265537
Columbus,Columbus Ohio,United States of America,Ohio,https://www.inaturalist.org/projects/city-nature-challenge-2026-columbus-ohio,city-nature-challenge-2026-columbus-ohio,264100
Corvallis,Benton County,United States of America,Oregon,https://www.inaturalist.org/projects/city-nature-challenge-2026-corvallis,city-nature-challenge-2026-corvallis,273161
Curacao,Curacao,Curacao,Curacao,https://www.inaturalist.org/projects/city-nature-challenge-2026-curacao,city-nature-challenge-2026-curacao,264640
Dallas,Dallas/Fort Worth,United States of America,Texas,https://www.inaturalist.org/projects/city-nature-challenge-2026-dallas-fort-worth,city-nature-challenge-2026-dallas-fort-worth,272714
Darwin,Darwin and Palmerston,Australia,Northern territory,https://www.inaturalist.org/projects/city-nature-challenge-2026-darwin-and-palmerston,city-nature-challenge-2026-darwin-and-palmerston,273080
Debrecen,Debrecen,Hungary,Hungary,https://www.inaturalist.org/projects/city-nature-challenge-2026-debrecen,city-nature-challenge-2026-debrecen,274577
Chhatrapati Smabhajinagar,Chhatrapati Smabhajinagar,India,Maharashtra,https://www.inaturalist.org/projects/city-nature-challenge-2026-chhatrapati-sambhajinagar,city-nature-challenge-2026-chhatrapati-sambhajinagar,278836
Denver,Colorado Front Range,United States of America,Colorado,https://www.inaturalist.org/projects/city-nature-challenge-2026-denver-metro-area,city-nature-challenge-2026-denver-metro-area,270253
Detroit,Detroil Tri-County Area,United States of America,Michigan,https://www.inaturalist.org/projects/city-nature-challenge-2026-detroit-tri-county-area,city-nature-challenge-2026-detroit-tri-county-area,274967
Dnipro,Dnipro ter hromada,Ukraine,Dnipropetrovsk,https://www.inaturalist.org/projects/city-nature-challenge-2026-dnipro,city-nature-challenge-2026-dnipro,274686
Dubai,Dubai,United Arab Emirates,,https://www.inaturalist.org/projects/city-nature-challenge-2026-dubai,city-nature-challenge-2026-dubai,264631
Dunedin,Ōtepoti/Dunedin,New Zealand,Otago,https://www.inaturalist.org/projects/city-nature-challenge-2026-dunedin-otepoti,city-nature-challenge-2026-dunedin-otepoti,269150
Dykanka,Dykanka hromada,Ukraine,Poltava,https://www.inaturalist.org/projects/city-nature-challenge-2026-dykanka-hromada,city-nature-challenge-2026-dykanka-hromada,275039
Ekaterinburg,Ekaterinburg,Russia,Sverdlovsk,https://www.inaturalist.org/projects/city-nature-challenge-2026-ekaterinburg-russia-turnir-gorodskoy-prirody-2025-ekaterinburg,city-nature-challenge-2026-ekaterinburg-russia-turnir-gorodskoy-prirody-2025-ekaterinburg,267905
Ekurhuleni,Ekurhuleni,South Africa,Gauteng,https://www.inaturalist.org/projects/city-nature-challenge-2026-ekurhuleni,city-nature-challenge-2026-ekurhuleni,270223
El Paso,El Paso County,United States of America,Texas,https://www.inaturalist.org/projects/city-nature-challenge-2026-el-paso,city-nature-challenge-2026-el-paso,266133
Elko,Elko County,United States of America,Nevada,https://www.inaturalist.org/projects/city-nature-challenge-2026-elko-county,city-nature-challenge-2026-elko-county,275365
Neulengbach,Region Elsbeere Wienerwald,Austria,Lower Austria,https://www.inaturalist.org/projects/city-nature-challenge-2026-elsbeere-wienerwald,city-nature-challenge-2026-elsbeere-wienerwald,265724
Montrose,Endless Mountains Region,United States of America,Pennsylvania,https://www.inaturalist.org/projects/city-nature-challenge-2026-endless-mountains-region,city-nature-challenge-2026-endless-mountains-region,243528
Erie,Greater Erie,United States of America,Pennsylvania,https://www.inaturalist.org/projects/city-nature-challenge-2026-erie-county,city-nature-challenge-2026-erie-county,272998
eThekwini,eThekwini,South Africa,KwaZulu-Natal / South Africa,https://www.inaturalist.org/projects/city-nature-challenge-2026-ethekwini,city-nature-challenge-2026-ethekwini,275299
Exeter,Exeter,England,Devon,https://www.inaturalist.org/projects/city-nature-challenge-2026-exeter,city-nature-challenge-2026-exeter,269967
Fairfield,Fairfield and Westchester County,United States of America,"Connecticut, New York",https://www.inaturalist.org/projects/city-nature-challenge-2026-fairfield-and-westchester-county,city-nature-challenge-2026-fairfield-and-westchester-county,273106
Fall River,Fall River,United States of America,Massachusetts,https://www.inaturalist.org/projects/city-nature-challenge-2026-fall-river,city-nature-challenge-2026-fall-river,272106
Ferrara,Provincia di Ferrara,Italy,Ferrara,https://www.inaturalist.org/projects/city-nature-challenge-2026-ferrara,city-nature-challenge-2026-ferrara,274277
Fort Wayne,Greater Fort Wayne Area,United States of America,Indiana,https://www.inaturalist.org/projects/city-nature-challenge-2026-fort-wayne-area,city-nature-challenge-2026-fort-wayne-area,269468
Frankfort,Frankfort,United States of America,Kentucky,https://www.inaturalist.org/projects/city-nature-challenge-2026-frankfort,city-nature-challenge-2026-frankfort,267947
Frankfurt am Main,Frankfurt am Main,Germany,Hessen,https://www.inaturalist.org/projects/city-nature-challenge-2026-frankfurt-am-main,city-nature-challenge-2026-frankfurt-am-main,267900
Free State,Free State,South Africa,Free State,https://www.inaturalist.org/projects/city-nature-challenge-2026-free-state,city-nature-challenge-2026-free-state,269824
Freiburg im Breisgau,Freiburg Schwarzwald & Kaiserstuhl,Germany,Baden-Württemberg,https://www.inaturalist.org/projects/city-nature-challenge-2026-freiburg-schwarzwald-kaiserstuhl,city-nature-challenge-2026-freiburg-schwarzwald-kaiserstuhl,269098
Bilaspur,Chhattisgarh,India,Chhattisgarh,https://www.inaturalist.org/projects/city-nature-challenge-2026-chhattisgarh,city-nature-challenge-2026-chhattisgarh,265845
Garden Route,Garden Route,South Africa,Western Cape,https://www.inaturalist.org/projects/city-nature-challenge-2026-garden-route,city-nature-challenge-2026-garden-route,264563
Genova,Genova,Italy,Liguria,https://www.inaturalist.org/projects/city-nature-challenge-2026-genova,city-nature-challenge-2026-genova,269952
Coimbatore,Coimbatore,India,Tamil Nadu,https://www.inaturalist.org/projects/city-nature-challenge-2026-coimbatore,city-nature-challenge-2026-coimbatore,266373
Gorongosa,Gorongosa,Mozambique,Sofala,https://www.inaturalist.org/projects/city-nature-challenge-2026-gorangosa,city-nature-challenge-2026-gorangosa,274489
Göttingen,Göttingen Stadt & Landkreis,Germany,Lower Saxony,https://www.inaturalist.org/projects/city-nature-challenge-2026-gottingen-stadt-landkreis,city-nature-challenge-2026-gottingen-stadt-landkreis,266118
Curitiba,Grande Curitiba,Brazil,Paraná,https://www.inaturalist.org/projects/city-nature-challenge-2026-grande-curitiba,city-nature-challenge-2026-grande-curitiba,266287
Grass Valley,Grass Valley - Nevada City,United States of America,California,https://www.inaturalist.org/projects/city-nature-challenge-2026-grass-valley-nevada-city,city-nature-challenge-2026-grass-valley-nevada-city,272253
Steiermark,Steiermark,Austria,Steiermark,https://www.inaturalist.org/projects/city-nature-challenge-2026-graz-die-restliche-steiermark,city-nature-challenge-2026-graz-die-restliche-steiermark,266134
Adelaide,Greater Adelaide,Australia,South Australia,https://www.inaturalist.org/projects/city-nature-challenge-2026-greater-adelaide,city-nature-challenge-2026-greater-adelaide,273079
Belfast,Greater Belfast,Northern Ireland,Ulster,https://www.inaturalist.org/projects/city-nature-challenge-2026-greater-belfast,city-nature-challenge-2026-greater-belfast,265110
Cairo,Greater Cairo,Egypt,Cairo Governorate,https://www.inaturalist.org/projects/city-nature-challenge-2026-greater-cairo,city-nature-challenge-2026-greater-cairo,269930
Chattanooga,Greater Chattanooga Area,United States of America,"Alabama, Georgia, Tennessee",https://www.inaturalist.org/projects/city-nature-challenge-2026-greater-chattanooga-area/,city-nature-challenge-2026-greater-chattanooga-area,268790
Des Moines,Greater Des Moines Area,United States of America,Iowa,https://www.inaturalist.org/projects/city-nature-challenge-2026-greater-des-moines,city-nature-challenge-2026-greater-des-moines,265002
Edinburgh,Greater Edinburgh,Scotland,Greater Edinburgh,https://www.inaturalist.org/projects/city-nature-challenge-2026-greater-edinburgh,city-nature-challenge-2026-greater-edinburgh,272157
Francistown,Greater Francistown,Botswana,North East District,https://www.inaturalist.org/projects/city-nature-challenge-2026-greater-francistown,city-nature-challenge-2026-greater-francistown,270718
Geelong,Greater Geelong,Australia,Victoria,https://www.inaturalist.org/projects/city-nature-challenge-2026-greater-geelong,city-nature-challenge-2026-greater-geelong,267310
Glasgow,Greater Glasgow,Scotland,Greater Glasgow,https://www.inaturalist.org/projects/city-nature-challenge-2026-greater-glasgow,city-nature-challenge-2026-greater-glasgow,272155
Kansas City,Greater Kansas City Metro Area,United States of America,"Kansas, Missouri",https://www.inaturalist.org/projects/city-nature-challenge-2026-greater-kansas-city-metro-area,city-nature-challenge-2026-greater-kansas-city-metro-area,265843
London,Greater London,England,Greater London,https://www.inaturalist.org/projects/city-nature-challenge-2026-greater-london,city-nature-challenge-2026-greater-london,265103
Manchester,Greater Manchester,England,Greater Manchester,https://www.inaturalist.org/projects/city-nature-challenge-2026-greater-manchester,city-nature-challenge-2026-greater-manchester,270044
Melbourne,Greater Melbourne,Australia,Greater Melbourne,https://www.inaturalist.org/projects/city-nature-challenge-2026-greater-melbourne,city-nature-challenge-2026-greater-melbourne,270698
Milwaukee,Greater Milwaukee Area,United States of America,Wisconsin,https://www.inaturalist.org/projects/city-nature-challenge-2026-greater-milwaukee-area,city-nature-challenge-2026-greater-milwaukee-area,270159
Philadelphia,Philadelphia,United States of America,Pennsylvania,https://www.inaturalist.org/projects/city-nature-challenge-2026-greater-philadelphia-area,city-nature-challenge-2026-greater-philadelphia-area,277500
Phoenix,Greater Phoenix Area,United States of America,Arizona,https://www.inaturalist.org/projects/city-nature-challenge-2026-greater-phoenix-area,city-nature-challenge-2026-greater-phoenix-area,265132
Portland,Greater Portland-Vancouver Metro Area,United States of America,"Oregon, Washington",https://www.inaturalist.org/projects/city-nature-challenge-2026-greater-portland-vancouver-metro-area,city-nature-challenge-2026-greater-portland-vancouver-metro-area,273762
Richmond,Greater Richmond Metropolitan Area,United States of America,Virginia,https://www.inaturalist.org/projects/city-nature-challenge-2026-greater-richmond-metropolitan-area,city-nature-challenge-2026-greater-richmond-metropolitan-area,264338
Sydney,Greater Sydney,Australia,New South Wales,https://www.inaturalist.org/projects/city-nature-challenge-2026-greater-sydney,city-nature-challenge-2026-greater-sydney,265388
Victoria,Greater Victoria,Canada,British Columbia,https://www.inaturalist.org/projects/city-nature-challenge-2026-greater-victoria,city-nature-challenge-2026-greater-victoria,264125
Greenville,Greenville County,United States of America,South Carolina,https://www.inaturalist.org/projects/city-nature-challenge-2026-greenville-county-sc,city-nature-challenge-2026-greenville-county-sc,269470
City of Guelph,Guelph,Canada,Ontario,https://www.inaturalist.org/projects/city-nature-challenge-2026-guelph-ontario,city-nature-challenge-2026-guelph-ontario,273153
Guilford County,"Guilford County, NC",United States of America,North Carolina,https://www.inaturalist.org/projects/city-nature-challenge-2026-guilford-county-nc,city-nature-challenge-2026-guilford-county-nc,274044
Savanes,Guyane : Savanes & Littoral,France,French Guiana,https://www.inaturalist.org/projects/city-nature-challenge-2026-guyane-savanes-littoral,city-nature-challenge-2026-guyane-savanes-littoral,273874
Dehradun,Dehradun,India,Uttarakhand,https://www.inaturalist.org/projects/city-nature-challenge-2026-dehradun,city-nature-challenge-2026-dehradun,277645
Haifa,Haifa,Israel,Haifa,https://www.inaturalist.org/projects/city-nature-challenge-2026-haifa,city-nature-challenge-2026-haifa,270989
Hartford,Hartford and New Haven counties,United States of America,Connecticut,https://www.inaturalist.org/projects/city-nature-challenge-2026-hartford-new-haven-counties,city-nature-challenge-2026-hartford-new-haven-counties,273899
Hat Yai,Hat Yai,Thailand,Songkhla,https://www.inaturalist.org/projects/city-nature-challenge-2026-hat-yai-thailand,city-nature-challenge-2026-hat-yai-thailand,270269
Heidelberg,Heidelberg / Rhein-Neckar,Germany,Baden-Württemberg,https://www.inaturalist.org/projects/city-nature-challenge-2026-heidelberg-germany,city-nature-challenge-2026-heidelberg-germany,265003
Henderson,City of Henderson,United States of America,Nevada,https://www.inaturalist.org/projects/city-nature-challenge-2026-henderson,city-nature-challenge-2026-henderson,270644
Hereford,Herefordshire,England,West Midlands,https://www.inaturalist.org/projects/city-nature-challenge-2026-herefordshire,city-nature-challenge-2026-herefordshire,266448
Herzliya,"Herzliya, Israel",Israel,Tel Aviv District,https://www.inaturalist.org/projects/city-nature-challenge-2026-herzliya,city-nature-challenge-2026-herzliya,265198
Tampa,Hillsborough County,United States of America,Florida,https://www.inaturalist.org/projects/city-nature-challenge-2026-hillsborough-county-florida,city-nature-challenge-2026-hillsborough-county-florida,267863
Hlohovec,Hlohovec,Slovakia,Hlohovec/Hlohovec,https://www.inaturalist.org/projects/city-nature-challenge-2026-hlohovec,city-nature-challenge-2026-hlohovec,273513
Hong Kong,Hong Kong,China,China,https://www.inaturalist.org/projects/city-nature-challenge-2026-hong-kong,city-nature-challenge-2026-hong-kong,264271
Houston-Galveston,Houston-Galveston,United States of America,Texas,https://www.inaturalist.org/projects/city-nature-challenge-2026-houston-galveston,city-nature-challenge-2026-houston-galveston,276652
Hsinchu,Hsinchu,Taiwan,,https://www.inaturalist.org/projects/city-nature-challenge-2026-hsinchu,city-nature-challenge-2026-hsinchu,272357
Durgapur,Durgapur,India,West Bengal,https://www.inaturalist.org/projects/city-nature-challenge-2026-durgapur,city-nature-challenge-2026-durgapur,279050
Indianapolis,Indianapolis & Central Indiana Area,United States of America,Indiana,https://www.inaturalist.org/projects/city-nature-challenge-2026-indianapolis,city-nature-challenge-2026-indianapolis,265443
Eluru,Eluru,India,Andhra Pradesh,https://www.inaturalist.org/projects/city-nature-challenge-2026-eluru,city-nature-challenge-2026-eluru,276018
Riverside,Riverside- Corona Resource Conservation District (RCRCD),United States of America,California,https://www.inaturalist.org/projects/city-nature-challenge-2026-inland-empire,city-nature-challenge-2026-inland-empire,273294
Innsbruck,Innsbruck-Stadt und Innsbruck-Land,Austria,Tirol,https://www.inaturalist.org/projects/city-nature-challenge-2026-innsbruck,city-nature-challenge-2026-innsbruck,270093
Kanazawa,Ishikawa,Japan,Ishikawa,https://www.inaturalist.org/projects/city-nature-challenge-2026-ishikawa,city-nature-challenge-2026-ishikawa,274656
Istanbul,Istanbul,Turkey,Istanbul,https://www.inaturalist.org/projects/city-nature-challenge-2026-istanbul,city-nature-challenge-2026-istanbul,263189
Medulin,Istarska županija,Croatia,Istarska županija,https://www.inaturalist.org/projects/city-nature-challenge-2026-istarska-zupanija,city-nature-challenge-2026-istarska-zupanija,271687
Pula,Istarska županija,Croatia,Istarska županija,https://www.inaturalist.org/projects/city-nature-challenge-2026-istarska-zupanija,city-nature-challenge-2026-istarska-zupanija,271687
Ivankiv Hromada,Ivankiv Hromada,Ukraine,Kyiv,https://www.inaturalist.org/projects/city-nature-challenge-2026-ivankiv-hromada,city-nature-challenge-2026-ivankiv-hromada,274738
Joburg,Joburg,South Africa,Gauteng,https://www.inaturalist.org/projects/city-nature-challenge-2026-joburg,city-nature-challenge-2026-joburg,273555
Iowa City,Johnson County,United States of America,Iowa,https://www.inaturalist.org/projects/city-nature-challenge-2026-johnson-county-iowa,city-nature-challenge-2026-johnson-county-iowa,266277
Klagenfurt,Kärnten,Austria,Kärnten,https://www.inaturalist.org/projects/city-nature-challenge-2026-kaernten,city-nature-challenge-2026-kaernten,179569
Kandy,Kandy,Sri Lanka,Central Province,https://www.inaturalist.org/projects/city-nature-challenge-2026-kandy,city-nature-challenge-2026-kandy,264006
Kaohsiung,Kaohsiung,Taiwan,-,https://www.inaturalist.org/projects/city-nature-challenge-2026-kaohsiung,city-nature-challenge-2026-kaohsiung,272362
Karaganda,Karaganda,Kazakhstan,Karaganda Metropolitan,https://www.inaturalist.org/projects/city-nature-challenge-2026-karaganda,city-nature-challenge-2026-karaganda,265819
Karlovac,Karlovačka županija,Croatia,Karlovačka županija,https://www.inaturalist.org/projects/city-nature-challenge-2026-karlovacka-zupanija,city-nature-challenge-2026-karlovacka-zupanija,264418
Kenton County,Kenton County,United States of America,Kentucky,https://www.inaturalist.org/projects/city-nature-challenge-2026-kenton-county-ky,city-nature-challenge-2026-kenton-county-ky,269083
Gangtok,Gangtok,India,Sikkim,https://www.inaturalist.org/projects/city-nature-challenge-2026-gangtok-sikkim,city-nature-challenge-2026-gangtok-sikkim,268738
Bakersfield,Kern County,United States of America,California,https://www.inaturalist.org/projects/city-nature-challenge-2026-kern-county,city-nature-challenge-2026-kern-county,265001
Kharkiv,Kharkiv,Ukraine,Kharkiv,https://www.inaturalist.org/projects/city-nature-challenge-2026-kharkiv-region,city-nature-challenge-2026-kharkiv-region,274711
Kherson,Kherson City UA,Ukraine,Kherson,https://www.inaturalist.org/projects/city-nature-challenge-2026-kherson,city-nature-challenge-2026-kherson,274712
Mueang Nakhon Ratchasima,Khorat Paleontopolis,Thailand,Nakhon Ratchasima,https://www.inaturalist.org/projects/city-nature-challenge-2026-khorat-paleontopolis,city-nature-challenge-2026-khorat-paleontopolis,274272
Kiel,KielRegion,Germany,Schleswig-Holstein,https://www.inaturalist.org/projects/city-nature-challenge-2026-kielregion,city-nature-challenge-2026-kielregion,263907
Bainbridge Island,Kitsap County,United States of America,Washington,https://www.inaturalist.org/projects/city-nature-challenge-2026-kitsap-county,city-nature-challenge-2026-kitsap-county,272201
Klang Valley,Klang Valley,Malaysia,Malaysia,https://www.inaturalist.org/projects/city-nature-challenge-2026-klang-valley-malaysia,city-nature-challenge-2026-klang-valley-malaysia,266183
Knoxville,Knox Area,United States of America,Tennessee,https://www.inaturalist.org/projects/city-nature-challenge-2026-knox-area,city-nature-challenge-2026-knox-area,267482
Koblenz,KoblenzRegion,Germany,Rheinland-Pfalz,https://www.inaturalist.org/projects/city-nature-challenge-2026-koblenzregion,city-nature-challenge-2026-koblenzregion,270104
Kobleve rural territorial community,Kobleve rural territorial community,Ukraine,Mykolaiv,https://www.inaturalist.org/projects/city-nature-challenge-2026-kobleve-rural-territorial-community,city-nature-challenge-2026-kobleve-rural-territorial-community,274926
Koh Mak Phatthalung,Koh Mak,Thailand,Phatthalung,https://www.inaturalist.org/projects/city-nature-challenge-2026-koh-mak-phatthalung,city-nature-challenge-2026-koh-mak-phatthalung,274828
Ghaziabad,CNC Ghaziabad and Gautam buddha nagar,India,Uttar Pradesh,https://www.inaturalist.org/projects/city-nature-challenge-2026-ghaziabad-and-gautam-buddha-nagar,city-nature-challenge-2026-ghaziabad-and-gautam-buddha-nagar,273818
Konotop,City Nature Challenge 2026: Konotop,Ukraine,Sumy Region,https://www.inaturalist.org/projects/city-nature-challenge-2026-konotop,city-nature-challenge-2026-konotop,274936
Nakhon Ratchasima,Korat (Nakhon Ratchasima),Thailand,Nakhon Ratchasima,https://www.inaturalist.org/projects/city-nature-challenge-2026-korat-nakhon-ratchasima,city-nature-challenge-2026-korat-nakhon-ratchasima,273659
Habra,Habra,India,West Bengal,https://www.inaturalist.org/projects/city-nature-challenge-2026-habra-north-24-pgs,city-nature-challenge-2026-habra-north-24-pgs,276592
Kovel,Kovel,Ukraine,Volyn,https://www.inaturalist.org/projects/city-nature-challenge-2026-kovel,city-nature-challenge-2026-kovel,274682
Kraków,Kraków,Poland,Lesser Poland Voivodeship,https://www.inaturalist.org/projects/city-nature-challenge-2026-krakow,city-nature-challenge-2026-krakow,264278
Krapina,Krapinsko-zagorska županija,Croatia,Krapinsko-zagorska županija,https://www.inaturalist.org/projects/city-nature-challenge-2026-krapinsko-zagorska-zupanija,city-nature-challenge-2026-krapinsko-zagorska-zupanija,264421
Krems,Krems - Wachau - Melk,Austria,Lower Austria,https://www.inaturalist.org/projects/city-nature-challenge-2026-krems-wachau-melk,city-nature-challenge-2026-krems-wachau-melk,264407
Kropyvnytskyi,Kropyvnytskyi,Ukraine,Kirovohradska,https://www.inaturalist.org/projects/city-nature-challenge-2026-kropyvnytskyi,city-nature-challenge-2026-kropyvnytskyi,274662
Kryvyi Rih,Kryvyi Rih Raion,Ukraine,Kryvyi Rih Raion,https://www.inaturalist.org/projects/city-nature-challenge-2026-kryvyi-rih,city-nature-challenge-2026-kryvyi-rih,264578
Kyiv,Kyiv,Ukraine,Kyiv,https://www.inaturalist.org/projects/city-nature-challenge-2026-kyiv,city-nature-challenge-2026-kyiv,264575
Port Shepstone,KZN South Coast,South Africa,KwaZulu-Natal,https://www.inaturalist.org/projects/city-nature-challenge-2026-kzn-south-coast,city-nature-challenge-2026-kzn-south-coast,270387
Lake County,Lake County of California,United States of America,California,https://www.inaturalist.org/projects/city-nature-challenge-2026-lake-county-california,city-nature-challenge-2026-lake-county-california,274555
Mentor,Lake County,United States of America,Ohio,https://www.inaturalist.org/projects/city-nature-challenge-2026-lake-county-ohio,city-nature-challenge-2026-lake-county-ohio,270144
Lancashire,Lancashire,England,Lancashire,https://www.inaturalist.org/projects/city-nature-challenge-2026-lancashire-uk,city-nature-challenge-2026-lancashire-uk,265834
Larimer County,Larimer County,United States of America,Colorado,https://www.inaturalist.org/projects/city-nature-challenge-2026-larimer-county-co,city-nature-challenge-2026-larimer-county-co,273450
Allentown,Lehigh Valley,United States of America,Pennsylvania,https://www.inaturalist.org/projects/city-nature-challenge-2026-lehigh-valley,city-nature-challenge-2026-lehigh-valley,267493
Leicester,Leicestershire and Rutland,England,Leicestershire and Rutland,https://www.inaturalist.org/projects/city-nature-challenge-2026-leicestershire-and-rutland,city-nature-challenge-2026-leicestershire-and-rutland,269402
Lethbridge,Lethbridge,Canada,Alberta,https://www.inaturalist.org/projects/city-nature-challenge-2026-lethbridge,city-nature-challenge-2026-lethbridge,265099
Lexington-Fayette County,"Lexington, Fayette County",United States of America,Kentucky,https://www.inaturalist.org/projects/city-nature-challenge-2026-lexington-fayette-county-ky,city-nature-challenge-2026-lexington-fayette-county-ky,270059
Granville,"Licking County, Ohio",United States of America,Ohio,https://www.inaturalist.org/projects/city-nature-challenge-2026-licking-county-ohio,city-nature-challenge-2026-licking-county-ohio,274968
Plitvička Jezera,Ličko-senjska županija,Croatia,Ličko-senjska županija,https://www.inaturalist.org/projects/city-nature-challenge-2026-licko-senjska-zupanija,city-nature-challenge-2026-licko-senjska-zupanija,271688
Lincoln,Lincoln-Lancaster County,United States of America,Nebraska,https://www.inaturalist.org/projects/city-nature-challenge-2026-lincoln-lancaster-county,city-nature-challenge-2026-lincoln-lancaster-county,270575
Liverpool,Liverpool City Region,England,Liverpool City Region,https://www.inaturalist.org/projects/city-nature-challenge-2026-liverpool-city-region,city-nature-challenge-2026-liverpool-city-region,263237
Long Island,Long Island,United States of America,New York,https://www.inaturalist.org/projects/city-nature-challenge-2026-long-island,city-nature-challenge-2026-long-island,263198
Los Angeles County,Los Angeles County,United States of America,California,https://www.inaturalist.org/projects/city-nature-challenge-2026-los-angeles-county,city-nature-challenge-2026-los-angeles-county,263437
Los Patios,Los Patios / Norte de Santander,Colombia,Norte de Santander,https://www.inaturalist.org/projects/city-nature-challenge-2026-los-patios,city-nature-challenge-2026-los-patios,274001
Louisville,Louisville Metro,United States of America,Kentucky,https://www.inaturalist.org/projects/city-nature-challenge-2026-louisville-metro,city-nature-challenge-2026-louisville-metro,265135
Lower Rio Grande Valley,Lower Rio Grande Valley,United States of America,Texas,https://www.inaturalist.org/projects/city-nature-challenge-2026-lower-rio-grande-valley,city-nature-challenge-2026-lower-rio-grande-valley,269087
Lutsk,Volyn Region,Ukraine,,https://www.inaturalist.org/projects/city-nature-challenge-2026-lutsk,city-nature-challenge-2026-lutsk,274544
Lutsk,Lutsk,Ukraine,,https://www.inaturalist.org/projects/city-nature-challenge-2026-lutsk,city-nature-challenge-2026-lutsk,274544
Lviv,Lviv,Ukraine,,https://www.inaturalist.org/projects/city-nature-challenge-2026-lviv,city-nature-challenge-2026-lviv,274730
Macao,Macao SAR,China,,https://www.inaturalist.org/projects/city-nature-challenge-2026-macao,city-nature-challenge-2026-macao,265801
Majune,Majune,Mozambique,,https://www.inaturalist.org/projects/city-nature-challenge-2026-majune,city-nature-challenge-2026-majune,274880
Mancha Khiri,"city nature challenge 2026:Mancha Khiri,Khon Kaen",Thailand,,https://www.inaturalist.org/projects/city-nature-challenge-2026-mancha-khiri-thailand-406dbb89-fd55-498e-80e4-f31d4113adb2,city-nature-challenge-2026-mancha-khiri-thailand-406dbb89-fd55-498e-80e4-f31d4113adb2,275743
Manchester,Manchester,United States of America,New Hampshire,https://www.inaturalist.org/projects/city-nature-challenge-2026-manchester-nh,city-nature-challenge-2026-manchester-nh,272325
Mandlakazi,Mandlakazi,Mozambique,,https://www.inaturalist.org/projects/city-nature-challenge-2026-mandlakazi,city-nature-challenge-2026-mandlakazi,274481
Marawi City,"Marawi City, Philippines",Philippines,,https://www.inaturalist.org/projects/city-nature-challenge-2026-marawi-city-philippines,city-nature-challenge-2026-marawi-city-philippines,275362
Marquette,Marquette,United States of America,Michigan,https://www.inaturalist.org/projects/city-nature-challenge-2026-marquette-mi,city-nature-challenge-2026-marquette-mi,264313
Marracuene,Marracuene,Mozambique,,https://www.inaturalist.org/projects/city-nature-challenge-2026-marracuene,city-nature-challenge-2026-marracuene,274472
Marromeu,Marromeu,Mozambique,,https://www.inaturalist.org/projects/city-nature-challenge-2026-marromeu,city-nature-challenge-2026-marromeu,274495
Marrupa,Marrupa,Mozambique,,https://www.inaturalist.org/projects/city-nature-challenge-2026-marrupa,city-nature-challenge-2026-marrupa,274881
Marseille,Marseille des collines à la mer,France,,https://www.inaturalist.org/projects/city-nature-challenge-2026-marseille-des-collines-a-la-mer,city-nature-challenge-2026-marseille-des-collines-a-la-mer,266229
